                  id                  |  max  |                name                
 eric-meza                            |   451 | Eric Meza
 neil_burger                          |  9180 | Neil Burger
 esteban-sapir                        |  9780 | Esteban Sapir
 susan_seidelman                      |  5831 | Susan Seidelman
 michael_oherlihy                     |  7704 | Michael O'Herlihy
 ida_lupino                           |  8441 | Ida Lupino
 christopher-browne                   |  8589 | Christopher Browne
 mark_pellington                      |  9937 | Mark Pellington
 marilyn-agrelo                       |  8704 | Marilyn Agrelo
 douglas_mcgrath                      |  9245 | Douglas McGrath
 christopher_nolan                    |  9767 | Christopher Nolan
 1167238-rian_johnson                 |  9061 | Rian Johnson
 richard_berge                        | 10180 | Richard Berge
 andres_wood                          |  8361 | Andres Wood
 clive_barker                         |  7235 | Clive Barker
 bo_widerberg                         |   631 | Bo Widerberg
 karel_reisz                          |  6655 | Karel Reisz
 curtis_harrington                    |  2963 | Curtis Harrington
 joyce_bunuel                         |  4218 | Joyce Buñuel
 diane_kurys                          |  5220 | Diane Kurys
 rafal_zielinski                      |  6972 | Rafal Zielinski
 billy-kent                           |  9134 | Billy Kent
 cm-talkington                        |   575 | C.M. Talkington
 lambert_hillyer                      |  9802 | Lambert Hillyer
 ralph_thomas                         | 10055 | Ralph Thomas
 ericson-core                         |  9186 | Ericson Core
 kinka_usher                          |  2485 | Kinka Usher
 brian_desmond_hurst                  |  7480 | Brian Desmond Hurst
 glen_a_larson                        | 10167 | Glen A. Larson
 billy_ray                            |  9367 | Billy Ray
 steven_lisberger                     |  3807 | Steven Lisberger
 eugene_lourie                        |  6244 | Eugène Lourié
 abbe_wool                            |  3210 | Abbe Wool
 boris_sagal                          |  2783 | Boris Sagal
 wojciech_wojcik                      |  3080 | Wojciech Wojcik
 mary_lambert                         |  7955 | Mary Lambert
 lou_adler                            |  5395 | Lou Adler
 marek_kanievska                      |  8168 | Marek Kanievska
 goran_paskaljevic                    |  2588 | Goran Paskaljevic
 terry_jones                          |  6918 | Terry Jones
 john_rich                            |  3319 | John Rich
 fred_c_newmeyer                      |  7354 | Fred C. Newmeyer
 peter_masterson                      |  4989 | Peter Masterson
 robert_rodriguez                     |  9557 | Robert Rodriguez
 jennifer_warren                      |   538 | Jennifer Warren
 werner_herzog                        |  9877 | Werner Herzog
 robert_c_cooper                      |  9818 | Robert C. Cooper
 charles_shyer                        |  7875 | Charles Shyer
 neal_israel                          |  7449 | Neal Israel
 chris_ver_wiel                       |  5134 | Chris Ver Wiel
 malcolm_mowbray                      |  8518 | Malcolm Mowbray
 aleksandr_rogozhkin                  |  6135 | Aleksandr Rogozhkin
 gabriel_baur                         |  6279 | Gabriel Baur
 jim_jarmusch                         |  8773 | Jim Jarmusch
 stephen_woolley                      |  9124 | Stephen Woolley
 phillip_noyce                        |  9263 | Phillip Noyce
 laurice_guillen                      |  4730 | Laurice Guillen
 joel_shumacher                       |  4910 | Joel Shumacher
 udayan_prasad                        |  2460 | Udayan Prasad
 delmer_daves                         |  8679 | Delmer Daves
 alejandro_jodorowsky                 |  8129 | Alejandro Jodorowsky
 eric_small                           |  7871 | Eric Small
 noel_black                           |  3397 | Noel Black
 1022918-andrew_davis                 |  9634 | Andrew Davis
 steve_oedekerk                       |  9167 | Steve Oedekerk
 ian_iqbal_rashid                     |  9713 | Ian Iqbal Rashid
 carlos_reygadas                      |  9929 | Carlos Reygadas
 jonathan-prince                      |  6214 | Jonathan Prince
 craig_lahiff                         |  1625 | Craig Lahiff
 jeff_fisher                          |  3786 | Jeff Fisher
 barbara_streisand                    |  1226 | Barbara Streisand
 stephen_c_apostolof                  |  7632 | Stephen C. Apostolof
 amy_holden_jones                     |  3819 | Amy Holden Jones
 robert_j_rosenthal                   |  5767 | Robert J. Rosenthal
 peter_yates                          |  7418 | Peter Yates
 eric_brevig                          |  9893 | Eric Brevig
 anatole_litvak                       |  9491 | Anatole Litvak
 gary_winick                          |  9300 | Gary Winick
 ja_howe                              |  7445 | J.A. Howe
 1028855-david_butler                 |  7564 | David Butler (I)
 hype_williams                        |  2107 | Hype Williams
 tom_schulman                         |  1353 | Tom Schulman
 fw_murnau                            |  7302 | F.W. Murnau
 cheryl_dunye                         |  6739 | Cheryl Dunye
 franco_brusati                       |   587 | Franco Brusati
 charles_b_pierce                     |  5123 | Charles B. Pierce
 pan_nalin                            |  7475 | Pan Nalin
 andy_wilson_iv                       |  1475 | Andy Wilson (IV)
 cb-harding                           |  9461 | C.B. Harding
 michael_lindsayhogg                  |  5104 | Michael Lindsay-Hogg
 mark_dornford_may                    |  8614 | Mark Dornford-May
 gavin-grazer                         |  6165 | Gavin Grazer
 bryan_singer                         | 10137 | Bryan Singer
 david_lane                           |  7727 | David Lane
 hiroyuki_morita                      |  8324 | Hiroyuki Morita
 guy_hamilton                         |  6175 | Guy Hamilton
 elio-petri                           |  7458 | Elio Petri
 bruno_romy                           |  9486 | Bruno Romy
 william_porter                       |  2885 | William Porter
 alex_haworth                         |  9689 | Alex Haworth
 andras-solyom                        |    39 | Andras Solyom
 frances_reid                         |  3859 | Frances Reid
 1122723-nicolas_klotz                |  9900 | Nicolas Klotz
 pixote-hunt                          |   536 | Pixote Hunt
 1174987-andrew_currie                |  9485 | Andrew Currie
 e_elias_merhige                      |  7764 | E. Elias Merhige
 mark_jones                           |  6688 | Mark Jones
 ruggero_deodato                      |  7834 | Ruggero Deodato
 364641898                            |  8365 | Kay Pollak
 manuel_huerga                        |  4089 | Manuel Huerga
 diane_english                        |  9958 | Diane English
 charles_trowbridge                   |  7123 | Charles Trowbridge
 jaidev_chakravorty                   |  9069 | Jaidev Chakravorty
 paolo_taviani                        |  5722 | Paolo Taviani
 greg-marcks                          |  8313 | Greg Marcks
 carl_reiner                          |  6600 | Carl Reiner
 robert_wise                          | 10111 | Robert Wise
 david_macdonald                      |  3203 | David MacDonald
 christophe_gans                      |  9081 | Christophe Gans
 edo-bertoglio                        |  8203 | Edo Bertoglio
 ross-kauffman                        |  8374 | Ross Kauffman
 darren_aronofsky                     | 10124 | Darren Aronofsky
 bruce_paltrow                        |  3597 | Bruce Paltrow
 michel_blanc                         |  1061 | Michel Blanc
 vernon_zimmerman                     |  7888 | Vernon Zimmerman
 jeff_garlin                          |  9613 | Jeff Garlin
 stephen_gyllenhaal                   |  1619 | Stephen Gyllenhaal
 _0783299                             |  2030 | Peter Sellars
 jj_abrams                            |  9084 | J.J. Abrams
 mina_shum                            |   329 | Mina Shum
 _0478286                             |  1039 | John L'Ecuyer
 ching_siutung                        | 10125 | Siu-Tung Ching
 joe_charbanic                        |  4238 | Joe Charbanic
 jts_moore                            |  6265 | J.T.S. Moore
 sally_potter                         |  3998 | Sally Potter
 1050292-david_butler                 |  8524 | David Butler
 steven_e_de_souza                    |   381 | Steven E. de Souza
 charles_t_kanganis                   | 10143 | Charles T. Kanganis
 jesse_vaughan                        |  5093 | Jesse Vaughan
 jim_sheridan                         |  8908 | Jim Sheridan
 bob_fosse                            |  8162 | Bob Fosse
 1080722-richard_martin               |  1938 | Richard Martin
 anna_maria_tato                      |  2536 | Anna Maria Tato
 frank_beyer                          |  6363 | Frank Beyer
 craig_lucas                          | 10138 | Craig Lucas
 stephen_herek                        |  8530 | Stephen Herek
 daniel-petrie-jr                     |  5477 | Daniel Petrie Jr
 _0401680                             |  3043 | H. Bruce Humberstone
 lee_david_zlotoff                    |   777 | Lee David Zlotoff
 kenneth_lonergan                     |  3676 | Kenneth Lonergan
 _0915400                             |  1565 | Michael Waxman
 irving_pichel                        |  7387 | Irving Pichel
 michael_mayer                        |  7612 | Michael Mayer
 antonio-serrano                      |  6163 | Antonio Serrano
 don_weis                             |  3619 | Don Weis
